image_id,storm_id,relative_time,ocean,wind_speed
image_15180,bvg,307801,1,30
image_15181,ing,1116000,1,56
image_15182,eoi,520201,1,120
image_15183,dkb,37801,2,58
image_15184,aph,81000,2,35
image_15185,jrt,520201,1,25
image_15186,sha,648002,2,65
image_15187,fnu,43202,2,45
image_15188,mkf,0,1,35
image_15189,yfn,979199,2,30
image_15190,pug,498601,1,114
image_15191,aph,99000,2,38
image_15192,mlf,417600,1,23
image_15193,vfx,565206,1,40
image_15194,kqu,673201,1,79
image_15195,toz,513000,2,26
image_15196,pfe,298794,1,25
image_15197,wap,475198,1,49
image_15198,hrw,48599,1,37
image_15199,cva,361800,2,49
image_15200,fna,896401,1,32
image_15201,tgs,172800,1,45
image_15202,ojw,97199,1,83
image_15203,qim,280802,1,20
image_15204,ogw,363601,1,45
image_15205,wtz,10800,1,25
image_15206,cqv,88200,1,44
image_15207,xjo,81000,1,29
image_15208,bkf,45001,2,45
image_15209,pvj,82802,1,73
image_15210,vfx,385204,1,55
image_15211,rml,725399,2,30
image_15212,hig,874800,1,92
image_15213,wvi,124198,1,67
image_15214,xrh,306002,2,20
image_15215,mwm,10800,1,34
image_15216,vye,630000,1,30
image_15217,xmt,304198,2,45
image_15218,ywf,1360800,1,25
image_15219,yab,450007,2,40
image_15220,iaz,466201,2,103
image_15221,lac,151197,2,45
image_15222,utl,306001,1,117
image_15223,gic,381601,2,55
image_15224,lac,345595,2,50
image_15225,acd,208798,1,60
image_15226,zvv,665999,1,25
image_15227,gio,309601,1,25
image_15228,rml,892799,2,25
image_15229,jwn,252000,1,44
image_15230,fna,889200,1,34
image_15231,knx,55799,1,33
image_15232,fmv,26999,1,78
image_15233,aja,36002,1,30
image_15234,pky,90000,1,34
image_15235,ggv,455400,2,71
image_15236,pyi,352800,1,77
image_15237,ywf,1452600,1,25
image_15238,llm,370799,2,50
image_15239,nkd,320400,1,45
image_15240,uwv,282599,2,55
image_15241,azm,491400,2,80
image_15242,tnn,221397,1,25
image_15243,xtr,37800,2,36
image_15244,yyj,167400,1,35
image_15245,zny,25202,1,20
image_15246,tjj,79200,1,39
image_15247,sxb,628200,2,75
image_15248,mkf,529194,1,50
image_15249,mca,127800,1,30
image_15250,gfk,5399,1,30
image_15251,vxf,880201,1,15
image_15252,orp,88200,2,50
image_15253,hlt,394200,2,35
image_15254,fcr,39599,1,25
image_15255,psz,738001,2,83
image_15256,dli,250200,1,38
image_15257,vni,48602,1,120
image_15258,vib,46799,2,40
image_15259,gme,266399,1,45
image_15260,llm,134999,2,70
image_15261,vxf,126000,1,35
image_15262,gux,406800,2,126
image_15263,wvi,55799,1,51
image_15264,pvj,475201,1,47
image_15265,fna,156603,1,25
image_15266,wap,325800,1,84
image_15267,jtq,99000,2,98
image_15268,frv,399601,1,30
image_15269,ktq,61201,1,55
image_15270,har,88200,2,30
image_15271,amn,68401,2,45
image_15272,vxf,651602,1,35
image_15273,djm,410401,1,80
image_15274,atz,113401,2,30
image_15275,ing,680402,1,47
image_15276,ptk,237598,1,45
image_15277,kqu,340201,1,99
image_15278,pvj,273600,1,96
image_15279,mfu,541802,1,25
image_15280,soo,484199,1,35
image_15281,ang,475195,2,45
image_15282,nhe,21600,2,29
image_15283,lhc,10799,2,29
image_15284,soo,329401,1,110
image_15285,eoi,815403,1,60
image_15286,bxd,255600,1,30
image_15287,ezh,592201,2,26
image_15288,frv,286199,1,88
image_15289,dzw,201601,1,93
image_15290,ztb,219602,1,55
image_15291,meg,475200,2,86
image_15292,vrx,205202,1,55
image_15293,xkr,156602,1,42
image_15294,dpc,5400,1,25
image_15295,tcn,210599,2,80
image_15296,eoi,568803,1,121
image_15297,wlz,111601,2,42
image_15298,ztb,234003,1,55
image_15299,lac,3600,2,25
image_15300,erx,324000,2,110
image_15301,tgj,36001,1,39
image_15302,sxb,439200,2,78
image_15303,quo,143999,2,35
image_15304,gtn,68400,2,40
image_15305,suc,102601,2,30
image_15306,kfs,35999,2,45
image_15307,orp,63001,2,49
image_15308,xkr,219602,1,39
image_15309,imi,113401,2,42
image_15310,dgz,43199,1,35
image_15311,eon,361799,2,65
image_15312,fkt,113399,2,50
image_15313,cti,248401,1,85
image_15314,csd,187200,2,45
image_15315,eoi,307803,1,77
image_15316,qvf,223201,1,25
image_15317,yfn,669601,2,30
image_15318,dce,341998,2,50
image_15319,meg,525600,2,90
image_15320,bkf,153000,2,79
image_15321,fcr,1193399,1,30
image_15322,tlc,325799,1,38
image_15323,cjx,271800,2,25
image_15324,gkd,131402,1,36
image_15325,rib,194398,1,60
image_15326,gio,275402,1,30
image_15327,dky,210599,2,50
image_15328,gic,194401,2,35
image_15329,vkb,331201,2,42
image_15330,psz,964800,2,65
image_15331,yry,374398,2,55
image_15332,whm,75601,1,51
image_15333,uxz,72000,1,27
image_15334,mtw,509402,1,45
image_15335,sha,525601,2,75
image_15336,xrh,334800,2,20
image_15337,rdc,280801,2,122
image_15338,tmx,388800,1,61
image_15339,yti,252001,1,45
image_15340,yry,126000,2,30
image_15341,vfc,90000,1,45
image_15342,vye,655199,1,30
image_15343,toz,57600,2,31
image_15344,cnn,79200,2,40
image_15345,hsq,1009801,1,25
image_15346,djb,45001,1,40
image_15347,hlt,122401,2,50
image_15348,ftb,61200,2,35
image_15349,djb,475199,1,25
image_15350,kqu,480602,1,113
image_15351,xkm,302401,1,30
image_15352,fna,228602,1,35
image_15353,psz,345600,2,114
image_15354,dpc,385201,1,60
image_15355,sha,55802,2,45
image_15356,afs,55798,2,48
image_15357,quo,86400,2,30
image_15358,bcf,142201,1,70
image_15359,mju,7200,2,66
image_15360,rkm,982800,2,62
image_15361,fcr,1031400,1,66
image_15362,cva,485999,2,70
image_15363,qrk,124198,1,20
image_15364,hsq,946799,1,25
image_15365,kqf,41399,2,45
image_15366,gic,79200,2,35
image_15367,qss,7200,1,27
image_15368,vwx,61197,2,30
image_15369,eem,269999,1,30
image_15370,ipa,864000,1,40
image_15371,hvz,90000,1,30
image_15372,qpq,219599,1,35
image_15373,whm,424801,1,60
image_15374,ang,32399,2,30
image_15375,ffk,320400,1,61
image_15376,qxu,10800,2,30
image_15377,hkz,194400,2,60
image_15378,xkr,16201,1,25
image_15379,kqu,405001,1,108
image_15380,lqy,134999,2,50
image_15381,uwv,95399,2,80
image_15382,tgs,237599,1,31
image_15383,ijc,129598,1,61
image_15384,yjk,208799,2,50
image_15385,vfc,98999,1,45
image_15386,znw,68400,1,35
image_15387,psz,442800,2,103
image_15388,tmx,169200,1,121
image_15389,nrf,104402,1,40
image_15390,dft,464400,1,110
image_15391,jrt,21601,1,30
image_15392,lac,680397,2,45
image_15393,cem,154798,1,54
image_15394,ise,50397,1,54
image_15395,xkr,223202,1,38
image_15396,vfc,167400,1,40
image_15397,uwv,120599,2,73
image_15398,zib,79200,1,26
image_15399,owg,1800,2,119
image_15400,qpq,374399,1,52
image_15401,gic,1461604,2,50
image_15402,dti,363601,2,25
image_15403,fgi,197999,1,56
image_15404,psz,1279800,2,45
image_15405,lmj,0,1,30
image_15406,wsy,201600,1,54
image_15407,yfn,158400,2,50
image_15408,fna,919801,1,30
image_15409,vye,309599,1,52
image_15410,rdc,392400,2,155
image_15411,lij,165600,1,95
image_15412,gkf,219599,2,56
image_15413,kqu,248400,1,73
image_15414,fpa,176400,1,56
image_15415,kyq,118799,2,90
image_15416,vfp,5401,2,50
image_15417,imi,365401,2,135
image_15418,oac,152999,1,83
image_15419,meg,466200,2,88
image_15420,psz,68400,2,56
image_15421,eem,93601,1,27
image_15422,yry,655197,2,75
image_15423,vaj,12600,1,33
image_15424,fna,682200,1,60
image_15425,vxf,547200,1,35
image_15426,zvv,277200,1,91
image_15427,agl,86399,2,32
image_15428,hcg,162001,2,94
image_15429,alq,306001,1,54
image_15430,wbb,55799,1,30
image_15431,hfh,367189,1,45
image_15432,yfn,428400,2,75
image_15433,agl,237602,2,45
image_15434,xgr,104402,1,126
image_15435,ojw,493201,1,37
image_15436,hqw,612003,2,90
image_15437,ipa,691200,1,55
image_15438,afs,261000,2,25
image_15439,ozs,176399,1,29
image_15440,yab,5400,2,31
image_15441,sta,305999,1,75
image_15442,bmj,10801,2,45
image_15443,nue,165601,2,25
image_15444,fhl,307801,1,103
image_15445,etg,68401,1,35
image_15446,hht,543600,1,39
image_15447,cjx,109800,2,25
image_15448,etg,75600,1,35
image_15449,tmx,365400,1,78
image_15450,hig,844198,1,99
image_15451,jlj,54000,2,51
image_15452,dgz,221399,1,63
image_15453,ang,169196,2,50
image_15454,wjq,147601,1,25
image_15455,nrf,313201,1,30
image_15456,vkb,126001,2,78
image_15457,yjk,255600,2,45
image_15458,djb,216000,1,30
image_15459,tmx,541802,1,24
image_15460,tcn,241200,2,80
image_15461,rpk,50400,1,110
image_15462,aek,54000,1,30
image_15463,xjo,815397,1,36
image_15464,fna,907202,1,30
image_15465,amw,23398,2,31
image_15466,xrh,122400,2,25
image_15467,wap,244800,1,77
image_15468,rbe,50401,1,47
image_15469,cva,388799,2,55
image_15470,xtd,534599,1,56
image_15471,psz,1105200,2,50
image_15472,vwx,71997,2,28
image_15473,ssq,450003,1,40
image_15474,hqw,356402,2,115
image_15475,hoo,385199,2,20
image_15476,pau,100801,1,65
image_15477,vlo,77399,1,43
image_15478,rfh,16200,2,29
image_15479,yry,604798,2,105
image_15480,xjo,1331998,1,31
image_15481,ojv,554398,1,25
image_15482,ops,35998,2,30
image_15483,cjx,156599,2,25
image_15484,psz,739801,2,82
image_15485,tmv,82800,2,44
image_15486,dxx,57601,2,53
image_15487,gme,856800,1,20
image_15488,qpq,770400,1,36
image_15489,tkb,271800,1,40
image_15490,aja,336600,1,20
image_15491,hkz,72000,2,45
image_15492,mtw,61201,1,30
image_15493,djb,178199,1,38
image_15494,whm,586802,1,20
image_15495,zmi,367202,1,25
image_15496,gme,54000,1,30
image_15497,rib,3599,1,26
image_15498,yry,752397,2,55
image_15499,ztb,336600,1,49
image_15500,soo,48599,1,25
image_15501,dzw,608400,1,45
image_15502,woz,221401,1,48
image_15503,jlj,37800,2,50
image_15504,pfe,349194,1,25
image_15505,pug,133199,1,50
image_15506,sqi,241199,1,25
image_15507,ezh,320401,2,61
image_15508,frv,73800,1,58
image_15509,csd,199800,2,46
image_15510,rpk,178200,1,66
image_15511,zny,801002,1,75
image_15512,amw,57599,2,47
image_15513,hcg,181801,2,99
image_15514,qki,685801,1,60
image_15515,eoi,837001,1,60
image_15516,ycb,50399,2,40
image_15517,frv,262801,1,101
image_15518,byg,54001,2,30
image_15519,fna,295202,1,53
image_15520,sta,109800,1,25
image_15521,lac,644397,2,45
image_15522,oup,104400,1,45
image_15523,yry,269998,2,50
image_15524,lds,133202,2,30
image_15525,ugc,304201,1,29
image_15526,vzn,196200,2,30
image_15527,scw,167400,1,25
image_15528,upx,655201,1,20
image_15529,cfk,43201,2,30
image_15530,dce,1123190,2,90
image_15531,gme,741602,1,20
image_15532,ing,46800,1,31
image_15533,ppp,144000,2,55
image_15534,wvi,379799,1,29
image_15535,cqv,3601,1,31
image_15536,ogw,477001,1,29
image_15537,utl,280800,1,125
image_15538,yry,781195,2,55
image_15539,pyi,219601,1,55
image_15540,ydl,113402,1,40
image_15541,suc,91801,2,30
image_15542,vio,18000,1,30
image_15543,yjz,1800,2,30
image_15544,znw,107999,1,40
image_15545,amn,169201,2,49
image_15546,oup,75600,1,38
image_15547,amn,145799,2,46
image_15548,fmv,21599,1,76
image_15549,xjj,176400,1,90
image_15550,afs,503998,2,47
image_15551,azm,514799,2,84
image_15552,ing,547198,1,68
image_15553,amn,482399,2,43
image_15554,xat,446402,2,90
image_15555,hlt,232201,2,41
image_15556,rzq,329398,1,28
image_15557,mkf,75600,1,50
image_15558,eem,471599,1,35
image_15559,hsq,610200,1,102
image_15560,hqw,162001,2,55
image_15561,kqu,558002,1,95
image_15562,zkg,1800,1,31
image_15563,sha,394202,2,65
image_15564,tlc,491399,1,60
image_15565,ftb,252001,2,40
image_15566,phw,93601,1,45
image_15567,ing,44999,1,31
image_15568,gkf,187201,2,49
image_15569,wtg,115199,2,43
image_15570,mtw,48603,1,30
image_15571,wap,395998,1,65
image_15572,res,46799,1,47
image_15573,yry,871194,2,60
image_15574,ezh,590401,2,27
image_15575,lqy,223199,2,72
image_15576,ogw,304201,1,59
image_15577,ing,1108800,1,58
image_15578,kqu,448199,1,119
image_15579,mwx,45000,2,85
image_15580,djb,185399,1,37
image_15581,phw,151201,1,36
image_15582,rdc,1800,2,100
image_15583,fcr,1126799,1,44
image_15584,lqy,120600,2,50
image_15585,ing,194399,1,60
image_15586,dwc,102600,1,43
image_15587,xjj,187199,1,90
image_15588,afs,568797,2,59
image_15589,oli,23401,1,100
image_15590,ywf,1274400,1,25
image_15591,pjw,369001,1,45
image_15592,fvj,183599,1,38
image_15593,vkb,709200,2,60
image_15594,cti,493199,1,62
image_15595,tmx,495002,1,29
image_15596,wlz,109801,2,41
image_15597,ojw,646201,1,25
image_15598,wzu,725404,1,20
image_15599,upj,16200,1,25
image_15600,dzw,509399,1,58
image_15601,kqu,574201,1,88
image_15602,epx,39600,2,62
image_15603,lij,228599,1,68
image_15604,gio,282601,1,30
image_15605,dzw,755999,1,55
image_15606,wff,75600,2,35
image_15607,gtn,385189,2,55
image_15608,qki,727202,1,55
image_15609,zgi,556197,1,30
image_15610,bef,64799,1,25
image_15611,qpq,719999,1,61
image_15612,har,194399,2,49
image_15613,nnj,97200,1,30
image_15614,uvf,17999,2,25
image_15615,tjj,244799,1,65
image_15616,eck,115200,2,47
image_15617,qdc,126001,1,40
image_15618,soo,422999,1,59
image_15619,fvj,144000,1,34
image_15620,iag,201599,1,79
image_15621,imi,376201,2,135
image_15622,wff,23399,2,36
image_15623,xrh,460801,2,30
image_15624,hig,552599,1,88
image_15625,xkm,178200,1,60
image_15626,upx,327601,1,93
image_15627,rpk,102600,1,93
image_15628,sse,444602,1,25
image_15629,pcq,423000,2,97
image_15630,byg,171000,2,25
image_15631,cjz,55801,2,40
image_15632,xkr,325802,1,24
image_15633,hvz,228600,1,25
image_15634,ykj,63001,1,58
image_15635,gio,198002,1,39
image_15636,mtw,0,1,30
image_15637,cpf,271799,2,69
image_15638,phw,36002,1,32
image_15639,lar,136796,2,50
image_15640,fna,412201,1,90
image_15641,kzi,39602,2,45
image_15642,lir,140400,2,45
image_15643,hfh,359989,1,55
image_15644,bvg,154799,1,31
image_15645,gic,1360804,2,50
image_15646,dli,271800,1,32
image_15647,dxx,133201,2,32
image_15648,bxd,453600,1,25
image_15649,gic,392402,2,55
image_15650,zkg,55799,1,47
image_15651,alq,556202,1,25
image_15652,vye,198000,1,45
image_15653,qyo,543599,2,34
image_15654,rhy,196201,2,35
image_15655,vlo,183600,1,35
image_15656,dwc,109800,1,47
image_15657,fpa,135001,1,38
image_15658,pth,442799,1,27
image_15659,jjw,98999,1,64
image_15660,qrk,201598,1,30
image_15661,ydl,558002,1,35
image_15662,fpa,381601,1,41
image_15663,ojv,358200,1,27
image_15664,qpq,142200,1,28
image_15665,ppp,140400,2,55
image_15666,wap,478798,1,47
image_15667,bvg,491400,1,25
image_15668,etg,221403,1,28
image_15669,ics,106200,1,48
image_15670,idp,242999,2,55
image_15671,ysd,136801,2,45
image_15672,vgg,102599,1,125
image_15673,kyq,680400,2,25
image_15674,bvg,630001,1,20
image_15675,woc,279000,1,37
image_15676,gkf,583200,2,45
image_15677,zwh,163798,2,47
image_15678,eon,226798,2,65
image_15679,dli,424800,1,20
image_15680,utl,122401,1,69
image_15681,hoo,455399,2,20
image_15682,bkh,1022400,1,30
image_15683,utl,109800,1,66
image_15684,tnn,217799,1,25
image_15685,hrw,165600,1,46
image_15686,djb,23399,1,36
image_15687,rml,669599,2,30
image_15688,bxd,152998,1,30
image_15689,orp,37801,2,45
image_15690,ggv,72000,2,100
image_15691,woz,270001,1,42
image_15692,vlz,151201,2,30
image_15693,vcv,0,1,30
image_15694,zgr,21597,1,35
image_15695,ing,971999,1,50
image_15696,meg,300600,2,120
image_15697,yfn,25200,2,26
image_15698,iaz,450000,2,111
image_15699,hrw,10800,1,28
image_15700,gic,946804,2,60
image_15701,qdh,46801,2,35
image_15702,sxb,71999,2,37
image_15703,dsr,64801,2,30
image_15704,xkr,147602,1,40
image_15705,cqv,68401,1,45
image_15706,zgi,46798,1,67
image_15707,ise,167397,1,38
image_15708,fna,486002,1,90
image_15709,rkf,17999,2,25
image_15710,aph,180000,2,50
image_15711,ike,183600,2,104
image_15712,rml,543599,2,35
image_15713,fnu,39601,2,44
image_15714,aja,275400,1,25
image_15715,snk,16201,1,110
image_15716,qim,100802,1,50
image_15717,sxb,795600,2,71
image_15718,pjj,163798,1,63
image_15719,jkh,64800,2,40
image_15720,imi,421200,2,127
image_15721,uwv,187198,2,64
image_15722,nrf,55800,1,42
image_15723,kza,239401,1,40
image_15724,dft,568801,1,90
image_15725,dft,390601,1,115
image_15726,rbe,316802,1,20
image_15727,vye,725399,1,30
image_15728,ptk,514800,1,20
image_15729,hig,1042200,1,30
image_15730,qzi,360001,1,55
image_15731,zus,336600,1,25
image_15732,ics,136799,1,27
image_15733,bkf,311399,2,55
image_15734,fzw,286198,2,111
image_15735,mwm,64799,1,25
image_15736,kyq,1800,2,67
image_15737,nrf,142200,1,40
image_15738,dnd,716400,2,25
image_15739,cti,5400,1,45
image_15740,nue,295201,2,35
image_15741,pbl,449998,1,30
image_15742,ogw,554404,1,20
image_15743,imi,466201,2,116
image_15744,jlj,66600,2,54
image_15745,ing,556201,1,66
image_15746,jht,318600,2,119
image_15747,cva,230399,2,45
image_15748,ina,113398,2,35
image_15749,iag,61198,1,49
image_15750,gic,1627204,2,65
image_15751,yfj,367200,1,25
image_15752,tlc,630000,1,118
image_15753,mfm,478798,1,29
image_15754,mkf,370793,1,80
image_15755,yfn,487801,2,67
image_15756,scw,457200,1,30
image_15757,jvx,306001,2,58
image_15758,jkh,178200,2,56
image_15759,afs,522000,2,51
image_15760,upj,68399,1,25
image_15761,tlc,421200,1,60
image_15762,mfu,23401,1,41
image_15763,blq,545398,1,37
image_15764,aoe,194401,1,20
image_15765,yfj,221401,1,30
image_15766,oup,586799,1,30
image_15767,soo,230399,1,85
image_15768,alq,201599,1,52
image_15769,cxh,86400,1,55
image_15770,gme,450001,1,35
image_15771,ywf,14398,1,43
image_15772,gme,822601,1,20
image_15773,ojw,341999,1,64
image_15774,zms,66600,2,65
image_15775,jjf,45000,2,36
image_15776,xmf,412199,1,30
image_15777,hoo,221399,2,29
image_15778,hqw,403202,2,125
image_15779,dpc,124202,1,39
image_15780,woc,260998,1,41
image_15781,dli,282600,1,29
image_15782,hvz,165600,1,25
image_15783,wsy,28801,1,25
image_15784,efl,673199,1,25
image_15785,fgi,563399,1,49
image_15786,tgs,113400,1,43
image_15787,okk,55800,1,43
image_15788,xjo,590400,1,68
image_15789,ojw,410400,1,45
image_15790,cti,266400,1,85
image_15791,soo,73799,1,25
image_15792,xmt,154798,2,50
image_15793,pth,383400,1,30
image_15794,iag,48600,1,43
image_15795,scw,196200,1,25
image_15796,wvi,178200,1,71
image_15797,fay,248401,2,50
image_15798,vlo,608400,1,20
image_15799,fpa,363599,1,46
image_15800,efl,172800,1,93
image_15801,erd,226801,2,70
image_15802,afs,10799,2,42
image_15803,hig,1047601,1,30
image_15804,ppp,176400,2,65
image_15805,cem,79200,1,87
image_15806,npg,44998,1,65
image_15807,jjf,70200,2,31
image_15808,eih,242999,1,43
image_15809,amd,14399,1,29
image_15810,ojv,88200,1,26
image_15811,dvh,162000,1,90
image_15812,kup,77400,1,49
image_15813,ity,154798,2,40
image_15814,ywf,718199,1,25
image_15815,iag,271800,1,115
image_15816,jlj,48600,2,50
image_15817,rfh,75599,2,48
image_15818,xjo,1281598,1,35
image_15819,pjj,383399,1,75
image_15820,gtn,316789,2,55
image_15821,dkb,228601,2,60
image_15822,hfh,457190,1,35
image_15823,dce,680397,2,135
image_15824,gtn,446389,2,55
image_15825,blq,867600,1,25
image_15826,qdh,457200,2,106
image_15827,uwv,116999,2,75
image_15828,wbb,307799,1,70
image_15829,zam,5400,2,30
image_15830,dkb,163801,2,60
image_15831,zny,145801,1,25
image_15832,tnn,124201,1,30
image_15833,ryg,388801,2,85
image_15834,fgi,302399,1,81
image_15835,rfh,68399,2,46
image_15836,wzu,383401,1,82
image_15837,kxo,120602,1,58
image_15838,wfc,36001,1,25
image_15839,fcr,1092599,1,52
image_15840,dsc,77401,2,40
image_15841,fgj,3600,2,41
image_15842,ywf,1272599,1,25
image_15843,fpa,10799,1,20
image_15844,qyo,48601,2,26
image_15845,kfs,28799,2,45
image_15846,iiz,210600,1,49
image_15847,idp,108000,2,45
image_15848,zvx,122401,1,35
image_15849,pjj,296999,1,101
image_15850,fcr,1344601,1,23
image_15851,ojw,608399,1,25
image_15852,hfh,280804,1,100
image_15853,ibx,82800,1,40
image_15854,gxi,100802,2,56
image_15855,oac,496799,1,25
image_15856,woz,9001,1,111
image_15857,ugc,153001,1,40
image_15858,efl,511200,1,35
image_15859,vrx,104401,1,50
image_15860,pug,566999,1,110
image_15861,rjo,243001,2,37
image_15862,pug,520200,1,109
image_15863,orj,1800,2,25
image_15864,psz,995401,2,64
image_15865,mfm,404999,1,47
image_15866,aja,167400,1,30
image_15867,xgr,32402,1,153
image_15868,xtd,70201,1,60
image_15869,hlt,48599,2,38
image_15870,ztb,653401,1,25
image_15871,lir,284401,2,35
image_15872,cjx,158398,2,25
image_15873,pau,10800,1,54
image_15874,psz,424799,2,100
image_15875,rkw,57602,2,26
image_15876,ojw,333001,1,68
image_15877,pyi,399602,1,90
image_15878,dgz,53999,1,38
image_15879,zkg,142199,1,78
image_15880,fgj,50398,2,47
image_15881,xat,273601,2,55
image_15882,aja,529201,1,15
image_15883,dli,189000,1,55
image_15884,nkd,183598,1,33
image_15885,ydl,536403,1,40
image_15886,aph,111599,2,41
image_15887,dzw,982801,1,65
image_15888,yfj,207002,1,32
image_15889,zgi,586798,1,30
image_15890,bkh,1040400,1,29
image_15891,psz,489601,2,110
image_15892,hfh,399589,1,40
image_15893,dft,54000,1,30
image_15894,ztb,599400,1,28
image_15895,mkf,129599,1,65
image_15896,bkh,369002,1,43
image_15897,ywf,122398,1,45
image_15898,nrf,37800,1,34
image_15899,qxu,264599,2,35
image_15900,gst,464401,2,85
image_15901,dwc,223198,1,76
image_15902,ftb,32400,2,30
image_15903,eih,599400,1,35
image_15904,vxf,16200,1,25
image_15905,zgr,619198,1,21
image_15906,mkf,262798,1,105
image_15907,evt,167400,2,58
image_15908,har,10800,2,25
image_15909,tlc,343800,1,45
image_15910,iag,248398,1,101
image_15911,ist,34201,1,35
image_15912,mkf,439193,1,75
image_15913,jvx,46800,2,48
image_15914,sqi,169200,1,30
image_15915,aph,212399,2,50
image_15916,zgr,143999,1,64
image_15917,hoo,183600,2,32
image_15918,tmv,50400,2,32
image_15919,fay,194401,2,55
image_15920,jwn,120601,1,72
image_15921,hmv,131398,1,32
image_15922,yry,809995,2,55
image_15923,vxf,683999,1,35
image_15924,ffk,270001,1,71
image_15925,htc,376202,1,20
image_15926,dnd,770399,2,25
image_15927,gio,300600,1,25
image_15928,djb,383401,1,25
image_15929,meg,302400,2,120
image_15930,xuy,99000,2,25
image_15931,djb,189000,1,36
image_15932,rkm,433800,2,50
image_15933,wsy,606600,1,105
image_15934,ywf,678599,1,25
image_15935,ftb,97200,2,35
image_15936,djb,716400,1,20
image_15937,bkh,756000,1,30
image_15938,pjj,93599,1,52
image_15939,dpc,414000,1,52
image_15940,qpq,518400,1,90
image_15941,psz,615600,2,100
image_15942,whm,32402,1,33
image_15943,mfu,480601,1,25
image_15944,vib,140399,2,45
image_15945,kyq,693000,2,25
image_15946,blq,1090801,1,30
image_15947,awy,262801,1,45
image_15948,dgz,21600,1,35
image_15949,kza,88199,1,45
image_15950,xkm,203400,1,50
image_15951,dvh,55802,1,83
image_15952,ugc,284399,1,34
image_15953,ise,379798,1,76
image_15954,tkb,151199,1,30
image_15955,pbl,169199,1,45
image_15956,sxb,1101599,2,35
image_15957,nue,18000,2,30
image_15958,hsq,309601,1,97
image_15959,ozs,199799,1,25
image_15960,ist,174599,1,35
image_15961,mkf,579594,1,40
image_15962,okk,21601,1,35
image_15963,iaz,358200,2,110
image_15964,bkh,324000,1,69
image_15965,pau,412203,1,47
image_15966,pth,685800,1,20
image_15967,amn,64801,2,45
image_15968,ixs,113400,1,53
image_15969,ipa,404999,1,94
image_15970,tnd,61201,1,35
image_15971,dsc,37801,2,39
image_15972,pcq,417600,2,106
image_15973,psz,457201,2,106
image_15974,xtd,493201,1,70
image_15975,meg,547200,2,91
image_15976,sxb,606600,2,71
image_15977,ffk,44999,1,37
image_15978,hfh,219603,1,120
image_15979,lqy,248399,2,75
image_15980,cnn,34202,2,38
image_15981,crw,48598,1,25
image_15982,ike,388801,2,49
image_15983,tkb,152998,1,30
image_15984,zvv,410399,1,55
image_15985,qxu,433800,2,70
image_15986,vye,282600,1,46
image_15987,lqy,99000,2,50
image_15988,ipa,647999,1,55
image_15989,cpf,304198,2,56
image_15990,ktq,12599,1,38
image_15991,wlz,108001,2,40
image_15992,lqy,37800,2,34
image_15993,jjf,36000,2,39
image_15994,dgz,61199,1,40
image_15995,imi,550801,2,102
image_15996,lqy,187200,2,57
image_15997,dpc,126002,1,40
image_15998,hsq,932400,1,25
image_15999,zny,379802,1,55
image_16000,zny,250200,1,43
image_16001,yab,228599,2,35
image_16002,fuv,442800,1,79
image_16003,ezh,322201,2,62
image_16004,pcq,383399,2,148
image_16005,jtq,97201,2,98
image_16006,vkb,529200,2,43
image_16007,ing,1040400,1,65
image_16008,hcg,244801,2,115
image_16009,hfh,586790,1,25
image_16010,amd,239399,1,20
image_16011,mhm,129598,2,45
image_16012,gtn,172801,2,50
image_16013,eem,534599,1,63
image_16014,tmv,493200,2,111
image_16015,hqw,460802,2,105
image_16016,wbb,189000,1,54
image_16017,ggv,270000,2,110
image_16018,bkh,1130400,1,15
image_16019,gux,804601,2,99
image_16020,fzw,345598,2,95
image_16021,quo,147600,2,35
image_16022,qfa,21600,1,93
image_16023,zzp,156598,1,55
image_16024,ojw,550799,1,30
image_16025,knx,53999,1,33
image_16026,nrf,453602,1,25
image_16027,ipa,702000,1,52
image_16028,eih,817199,1,20
image_16029,vye,59399,1,29
image_16030,meu,136801,1,30
image_16031,ftb,309602,2,35
image_16032,tlc,594000,1,113
image_16033,hsq,313200,1,98
image_16034,tgs,71998,1,54
image_16035,mfu,430200,1,30
image_16036,ise,12598,1,45
image_16037,nrf,412201,1,25
image_16038,cem,181801,1,42
image_16039,bkh,68400,1,25
image_16040,lds,0,2,30
image_16041,eih,259200,1,40
image_16042,ymo,187198,1,74
image_16043,jjf,64800,2,32
image_16044,orp,93602,2,50
image_16045,fzw,178200,2,137
image_16046,kaz,21600,2,35
image_16047,rxi,215999,1,55
image_16048,ipa,351000,1,98
image_16049,alq,39602,1,25
image_16050,ztb,329399,1,51
image_16051,htc,189002,1,35
image_16052,dnd,363600,2,30
image_16053,wsy,90000,1,25
image_16054,rkf,5400,2,28
image_16055,mtw,513000,1,45
image_16056,mtw,498602,1,45
image_16057,ogw,27000,1,35
image_16058,vgg,55800,1,132
image_16059,eml,68398,1,39
image_16060,ptk,685800,1,15
image_16061,rib,243000,1,65
image_16062,vcv,25200,1,35
image_16063,bkh,97202,1,25
image_16064,ztb,720001,1,20
image_16065,dce,302398,2,45
image_16066,amw,25199,2,32
image_16067,dzw,512999,1,57
image_16068,ojw,140401,1,96
image_16069,woc,673198,1,20
image_16070,pyi,291601,1,55
image_16071,jrt,388801,1,35
image_16072,psd,93600,2,26
image_16073,vrx,370801,1,25
image_16074,yyj,327601,1,30
